Temperature,index,value
40,Frequency,23.3
40,Frequency,21.6
40,Frequency,20.0
40,Frequency,18.5
40,Frequency,17.1
40,Frequency,15.8
40,Frequency,14.7
40,Frequency,13.6
40,Frequency,12.6
40,Frequency,11.7
40,Frequency,10.8
40,Frequency,10.0
40,Frequency,9.26
40,Frequency,8.58
40,Frequency,7.94
40,Frequency,7.36
40,Frequency,6.81
40,Frequency,6.31
40,Frequency,5.84
40,Frequency,5.41
40,Frequency,5.01
40,Frequency,4.64
40,Frequency,4.3
40,Frequency,3.98
40,Frequency,3.69
40,Frequency,3.41
40,Frequency,3.16
40,Frequency,2.93
40,Frequency,2.71
40,Frequency,2.51
40,Frequency,2.33
40,Frequency,2.15
40,Frequency,2.0
40,Frequency,1.85
40,Frequency,1.71
40,Frequency,1.58
40,Frequency,1.47
40,Frequency,1.36
40,Frequency,1.26
40,Frequency,1.17
40,Frequency,1.08
40,Frequency,1.0
40,Re(Z),4490.0
40,Re(Z),5100.0
40,Re(Z),5560.0
40,Re(Z),6140.0
40,Re(Z),6730.0
40,Re(Z),7470.0
40,Re(Z),8150.0
40,Re(Z),8830.0
40,Re(Z),9580.0
40,Re(Z),10400.0
40,Re(Z),11200.0
40,Re(Z),12000.0
40,Re(Z),12700.0
40,Re(Z),13600.0
40,Re(Z),14500.0
40,Re(Z),15300.0
40,Re(Z),16200.0
40,Re(Z),17000.0
40,Re(Z),18000.0
40,Re(Z),18700.0
40,Re(Z),19500.0
40,Re(Z),20400.0
40,Re(Z),21200.0
40,Re(Z),22000.0
40,Re(Z),22900.0
40,Re(Z),23700.0
40,Re(Z),24500.0
40,Re(Z),25500.0
40,Re(Z),26200.0
40,Re(Z),27000.0
40,Re(Z),28000.0
40,Re(Z),28700.0
40,Re(Z),29700.0
40,Re(Z),30700.0
40,Re(Z),31400.0
40,Re(Z),32400.0
40,Re(Z),33400.0
40,Re(Z),34400.0
40,Re(Z),35300.0
40,Re(Z),36400.0
40,Re(Z),37500.0
40,Re(Z),38700.0
40,Re(Z),39300.0
40,Re(Z),40700.0
40,Re(Z),41600.0
40,Re(Z),43100.0
40,Re(Z),44600.0
40,Re(Z),45900.0
40,Re(Z),47600.0
40,Re(Z),49100.0
40,Re(Z),50900.0
40,Re(Z),52600.0
40,Re(Z),54500.0
40,Re(Z),56800.0
40,Re(Z),59000.0
40,Re(Z),61300.0
40,Re(Z),63600.0
40,Re(Z),65900.0
40,Re(Z),68900.0
40,Re(Z),71900.0
40,Re(Z),75300.0
40,Re(Z),78300.0
40,Re(Z),81300.0
40,Re(Z),84900.0
40,Re(Z),88200.0
40,Re(Z),91500.0
40,Re(Z),94900.0
40,Re(Z),98200.0
40,Re(Z),101000.0
40,Re(Z),105000.0
40,Re(Z),108000.0
40,Re(Z),111000.0
40,Re(Z),114000.0
40,Re(Z),116000.0
40,Re(Z),119000.0
40,Re(Z),122000.0
40,Re(Z),125000.0
40,Re(Z),126000.0
40,Re(Z),129000.0
40,Re(Z),130000.0
40,Re(Z),132000.0
40,Re(Z),134000.0
40,Re(Z),135000.0
40,Re(Z),137000.0
40,Re(Z),138000.0
40,Re(Z),139000.0
40,Re(Z),140000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),143000.0
40,Re(Z),144000.0
40,Re(Z),145000.0
40,Re(Z),145000.0
40,Re(Z),146000.0
40,Re(Z),146000.0
40,Re(Z),147000.0
40,Re(Z),147000.0
40,Re(Z),147000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),148000.0
40,Re(Z),147000.0
40,Re(Z),147000.0
40,Re(Z),147000.0
40,Re(Z),147000.0
40,Re(Z),146000.0
40,Re(Z),146000.0
40,Re(Z),146000.0
40,Re(Z),146000.0
40,Re(Z),145000.0
40,Re(Z),146000.0
40,Re(Z),145000.0
40,Re(Z),145000.0
40,Re(Z),144000.0
40,Re(Z),144000.0
40,Re(Z),143000.0
40,Re(Z),144000.0
40,Re(Z),143000.0
40,Re(Z),143000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),141000.0
40,Re(Z),142000.0
40,Re(Z),142000.0
40,Re(Z),143000.0
40,Re(Z),143000.0
40,Re(Z),144000.0
40,Re(Z),145000.0
40,Re(Z),146000.0
40,Re(Z),147000.0
40,Re(Z),148000.0
40,Re(Z),149000.0
40,Re(Z),151000.0
40,Re(Z),153000.0
40,Re(Z),155000.0
40,Re(Z),157000.0
40,Re(Z),159000.0
40,Re(Z),162000.0
40,Re(Z),165000.0
40,Re(Z),168000.0
40,Re(Z),171000.0
40,Re(Z),175000.0
40,Re(Z),177000.0
40,Re(Z),181000.0
40,Re(Z),186000.0
40,Re(Z),190000.0
40,Re(Z),194000.0
40,Re(Z),198000.0
40,Re(Z),202000.0
40,Re(Z),208000.0
40,Re(Z),213000.0
40,Re(Z),218000.0
40,Re(Z),222000.0
40,Re(Z),226000.0
40,Re(Z),232000.0
40,Re(Z),237000.0
40,Re(Z),244000.0
40,Re(Z),248000.0
40,Re(Z),253000.0
40,Re(Z),257000.0
40,Img(Z),10700.0
40,Img(Z),11200.0
40,Img(Z),11700.0
40,Img(Z),12100.0
40,Img(Z),12800.0
40,Img(Z),13100.0
40,Img(Z),13600.0
40,Img(Z),14100.0
40,Img(Z),14500.0
40,Img(Z),14900.0
40,Img(Z),15300.0
40,Img(Z),15700.0
40,Img(Z),16000.0
40,Img(Z),16300.0
40,Img(Z),16600.0
40,Img(Z),17000.0
40,Img(Z),17300.0
40,Img(Z),17500.0
40,Img(Z),17800.0
40,Img(Z),18100.0
40,Img(Z),18400.0
40,Img(Z),18600.0
40,Img(Z),19000.0
40,Img(Z),19200.0
40,Img(Z),19500.0
40,Img(Z),19800.0
40,Img(Z),19900.0
40,Img(Z),20400.0
40,Img(Z),21000.0
40,Img(Z),21200.0
40,Img(Z),21600.0
40,Img(Z),22000.0
40,Img(Z),22400.0
40,Img(Z),22900.0
40,Img(Z),23400.0
40,Img(Z),24000.0
40,Img(Z),24600.0
40,Img(Z),25100.0
40,Img(Z),25900.0
40,Img(Z),26400.0
40,Img(Z),27100.0
40,Img(Z),28000.0
40,Img(Z),29100.0
40,Img(Z),29800.0
40,Img(Z),30800.0
40,Img(Z),31600.0
40,Img(Z),32600.0
40,Img(Z),33600.0
40,Img(Z),34700.0
40,Img(Z),36000.0
40,Img(Z),37000.0
40,Img(Z),38000.0
40,Img(Z),39300.0
40,Img(Z),40500.0
40,Img(Z),41600.0
40,Img(Z),42800.0
40,Img(Z),44000.0
40,Img(Z),45000.0
40,Img(Z),46000.0
40,Img(Z),46700.0
40,Img(Z),47400.0
40,Img(Z),48300.0
40,Img(Z),48500.0
40,Img(Z),48800.0
40,Img(Z),48600.0
40,Img(Z),48600.0
40,Img(Z),48300.0
40,Img(Z),48100.0
40,Img(Z),47600.0
40,Img(Z),46600.0
40,Img(Z),45600.0
40,Img(Z),44500.0
40,Img(Z),43700.0
40,Img(Z),42300.0
40,Img(Z),40800.0
40,Img(Z),39300.0
40,Img(Z),37800.0
40,Img(Z),36200.0
40,Img(Z),34600.0
40,Img(Z),33000.0
40,Img(Z),31400.0
40,Img(Z),29400.0
40,Img(Z),28100.0
40,Img(Z),26600.0
40,Img(Z),25100.0
40,Img(Z),23300.0
40,Img(Z),21700.0
40,Img(Z),20400.0
40,Img(Z),19000.0
40,Img(Z),17100.0
40,Img(Z),16100.0
40,Img(Z),14900.0
40,Img(Z),13400.0
40,Img(Z),12500.0
40,Img(Z),11400.0
40,Img(Z),10400.0
40,Img(Z),9140.0
40,Img(Z),7980.0
40,Img(Z),7230.0
40,Img(Z),6140.0
40,Img(Z),5510.0
40,Img(Z),4530.0
40,Img(Z),3280.0
40,Img(Z),2760.0
40,Img(Z),2280.0
40,Img(Z),1790.0
40,Img(Z),800.0
40,Img(Z),128.0
40,Img(Z),-486.0
40,Img(Z),-313.0
40,Img(Z),-982.0
40,Img(Z),-1160.0
40,Img(Z),-1740.0
40,Img(Z),-1970.0
40,Img(Z),-2310.0
40,Img(Z),-2350.0
40,Img(Z),-2920.0
40,Img(Z),-2890.0
40,Img(Z),-2820.0
40,Img(Z),-2930.0
40,Img(Z),-2850.0
40,Img(Z),-2640.0
40,Img(Z),-2620.0
40,Img(Z),-2450.0
40,Img(Z),-2090.0
40,Img(Z),-1490.0
40,Img(Z),-1670.0
40,Img(Z),-1270.0
40,Img(Z),-930.0
40,Img(Z),1150.0
40,Img(Z),655.0
40,Img(Z),1350.0
40,Img(Z),2040.0
40,Img(Z),2780.0
40,Img(Z),3410.0
40,Img(Z),4680.0
40,Img(Z),5390.0
40,Img(Z),6510.0
40,Img(Z),7540.0
40,Img(Z),9220.0
40,Img(Z),10600.0
40,Img(Z),12000.0
40,Img(Z),13700.0
40,Img(Z),15500.0
40,Img(Z),17100.0
40,Img(Z),19000.0
40,Img(Z),20900.0
40,Img(Z),22900.0
40,Img(Z),25000.0
40,Img(Z),27200.0
40,Img(Z),29500.0
40,Img(Z),31800.0
40,Img(Z),34400.0
40,Img(Z),36400.0
40,Img(Z),39200.0
40,Img(Z),41600.0
40,Img(Z),44400.0
40,Img(Z),46200.0
40,Img(Z),49000.0
40,Img(Z),52400.0
40,Img(Z),54400.0
40,Img(Z),56800.0
40,Img(Z),59600.0
40,Img(Z),62500.0
40,Img(Z),64200.0
40,Img(Z),66200.0
40,Img(Z),68800.0
40,Img(Z),71900.0
40,Img(Z),72700.0
40,Img(Z),74000.0
40,Img(Z),75700.0
40,Img(Z),78400.0
40,Img(Z),80800.0
40,Img(Z),80900.0
40,Img(Z),82100.0
40,Img(Z),83300.0
40,Img(Z),83100.0
40,Img(Z),84900.0
40,Img(Z),86500.0
40,Img(Z),87600.0
40,Img(Z),88600.0
