Temperature,index,value
70,Re(Z),121000.0
70,Re(Z),121000.0
70,Re(Z),122000.0
70,Re(Z),122000.0
70,Re(Z),123000.0
70,Re(Z),123000.0
70,Re(Z),123000.0
70,Re(Z),124000.0
70,Re(Z),124000.0
70,Re(Z),124000.0
70,Re(Z),124000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),125000.0
70,Re(Z),126000.0
70,Re(Z),126000.0
70,Re(Z),126000.0
70,Re(Z),126000.0
70,Re(Z),126000.0
70,Re(Z),126000.0
70,Re(Z),127000.0
70,Re(Z),127000.0
70,Re(Z),127000.0
70,Re(Z),127000.0
70,Re(Z),128000.0
70,Re(Z),128000.0
70,Re(Z),128000.0
70,Re(Z),129000.0
70,Re(Z),129000.0
70,Re(Z),130000.0
70,Re(Z),130000.0
70,Re(Z),131000.0
70,Re(Z),131000.0
70,Re(Z),132000.0
70,Re(Z),133000.0
70,Re(Z),134000.0
70,Re(Z),134000.0
70,Re(Z),135000.0
70,Re(Z),135000.0
70,Re(Z),136000.0
70,Re(Z),137000.0
70,Re(Z),138000.0
70,Re(Z),140000.0
70,Re(Z),140000.0
70,Re(Z),141000.0
70,Re(Z),142000.0
70,Re(Z),143000.0
70,Re(Z),145000.0
70,Re(Z),146000.0
70,Re(Z),147000.0
70,Re(Z),148000.0
70,Re(Z),150000.0
70,Re(Z),152000.0
70,Re(Z),154000.0
70,Re(Z),155000.0
70,Re(Z),157000.0
70,Re(Z),159000.0
70,Re(Z),161000.0
70,Re(Z),163000.0
70,Re(Z),166000.0
70,Re(Z),167000.0
70,Re(Z),170000.0
70,Re(Z),173000.0
70,Re(Z),175000.0
70,Re(Z),177000.0
70,Re(Z),180000.0
70,Re(Z),182000.0
70,Re(Z),185000.0
70,Re(Z),187000.0
70,Re(Z),190000.0
70,Re(Z),192000.0
70,Re(Z),196000.0
70,Re(Z),197000.0
70,Re(Z),200000.0
70,Re(Z),203000.0
70,Re(Z),207000.0
70,Re(Z),209000.0
70,Re(Z),211000.0
70,Re(Z),214000.0
70,Re(Z),218000.0
70,Re(Z),221000.0
70,Re(Z),224000.0
70,Re(Z),226000.0
70,Re(Z),229000.0
70,Re(Z),232000.0
70,Re(Z),235000.0
70,Re(Z),240000.0
70,Re(Z),243000.0
70,Re(Z),245000.0
70,Re(Z),247000.0
70,Img(Z),11700.0
70,Img(Z),12300.0
70,Img(Z),12800.0
70,Img(Z),13500.0
70,Img(Z),14100.0
70,Img(Z),14800.0
70,Img(Z),15300.0
70,Img(Z),16000.0
70,Img(Z),16500.0
70,Img(Z),17000.0
70,Img(Z),17500.0
70,Img(Z),18100.0
70,Img(Z),18500.0
70,Img(Z),18900.0
70,Img(Z),19300.0
70,Img(Z),19600.0
70,Img(Z),20000.0
70,Img(Z),20400.0
70,Img(Z),20100.0
70,Img(Z),20900.0
70,Img(Z),21300.0
70,Img(Z),21500.0
70,Img(Z),21900.0
70,Img(Z),22100.0
70,Img(Z),22500.0
70,Img(Z),22700.0
70,Img(Z),22800.0
70,Img(Z),23200.0
70,Img(Z),23600.0
70,Img(Z),23900.0
70,Img(Z),24200.0
70,Img(Z),24500.0
70,Img(Z),24800.0
70,Img(Z),25300.0
70,Img(Z),25900.0
70,Img(Z),26100.0
70,Img(Z),26500.0
70,Img(Z),27000.0
70,Img(Z),27700.0
70,Img(Z),28100.0
70,Img(Z),28700.0
70,Img(Z),29400.0
70,Img(Z),30100.0
70,Img(Z),30600.0
70,Img(Z),31100.0
70,Img(Z),31700.0
70,Img(Z),32200.0
70,Img(Z),33000.0
70,Img(Z),33500.0
70,Img(Z),34000.0
70,Img(Z),34800.0
70,Img(Z),35500.0
70,Img(Z),36000.0
70,Img(Z),36400.0
70,Img(Z),37100.0
70,Img(Z),37200.0
70,Img(Z),37700.0
70,Img(Z),37800.0
70,Img(Z),37700.0
70,Img(Z),37800.0
70,Img(Z),37500.0
70,Img(Z),37200.0
70,Img(Z),37100.0
70,Img(Z),36100.0
70,Img(Z),35800.0
70,Img(Z),35100.0
70,Img(Z),34200.0
70,Img(Z),33400.0
70,Img(Z),32100.0
70,Img(Z),31200.0
70,Img(Z),30400.0
70,Img(Z),29200.0
70,Img(Z),28100.0
70,Img(Z),26900.0
70,Img(Z),25800.0
70,Img(Z),24700.0
70,Img(Z),23300.0
70,Img(Z),22300.0
70,Img(Z),21200.0
70,Img(Z),20100.0
70,Img(Z),18900.0
70,Img(Z),17700.0
70,Img(Z),17100.0
70,Img(Z),16100.0
70,Img(Z),15200.0
70,Img(Z),14200.0
70,Img(Z),13700.0
70,Img(Z),12600.0
70,Img(Z),11900.0
70,Img(Z),11200.0
70,Img(Z),10600.0
70,Img(Z),9920.0
70,Img(Z),9450.0
70,Img(Z),8710.0
70,Img(Z),8160.0
70,Img(Z),7620.0
70,Img(Z),7320.0
70,Img(Z),7050.0
70,Img(Z),6620.0
70,Img(Z),6200.0
70,Img(Z),6280.0
70,Img(Z),6150.0
70,Img(Z),5890.0
70,Img(Z),5830.0
70,Img(Z),5760.0
70,Img(Z),5690.0
70,Img(Z),5910.0
70,Img(Z),5940.0
70,Img(Z),6300.0
70,Img(Z),6170.0
70,Img(Z),6920.0
70,Img(Z),6890.0
70,Img(Z),7460.0
70,Img(Z),7800.0
70,Img(Z),8430.0
70,Img(Z),8530.0
70,Img(Z),9170.0
70,Img(Z),9370.0
70,Img(Z),10100.0
70,Img(Z),10800.0
70,Img(Z),11400.0
70,Img(Z),11900.0
70,Img(Z),12800.0
70,Img(Z),12900.0
70,Img(Z),13700.0
70,Img(Z),14800.0
70,Img(Z),15200.0
70,Img(Z),15900.0
70,Img(Z),16800.0
70,Img(Z),17200.0
70,Img(Z),18500.0
70,Img(Z),18700.0
70,Img(Z),19900.0
70,Img(Z),21000.0
70,Img(Z),21700.0
70,Img(Z),22600.0
70,Img(Z),23700.0
70,Img(Z),24800.0
70,Img(Z),25900.0
70,Img(Z),26800.0
70,Img(Z),28500.0
70,Img(Z),29400.0
70,Img(Z),30600.0
70,Img(Z),31500.0
70,Img(Z),32700.0
70,Img(Z),33900.0
70,Img(Z),35100.0
70,Img(Z),36400.0
70,Img(Z),37300.0
70,Img(Z),38500.0
70,Img(Z),39700.0
70,Img(Z),40500.0
70,Img(Z),41900.0
70,Img(Z),42500.0
70,Img(Z),43800.0
70,Img(Z),44400.0
70,Img(Z),45900.0
70,Img(Z),45600.0
70,Img(Z),47200.0
70,Img(Z),48300.0
70,Img(Z),49000.0
70,Img(Z),48900.0
70,Img(Z),50200.0
70,Img(Z),51200.0
70,Img(Z),51300.0
70,Img(Z),51900.0
70,Img(Z),52800.0
70,Img(Z),54000.0
70,Img(Z),54000.0
70,Img(Z),53900.0
70,Img(Z),54400.0
70,Img(Z),55800.0
70,Img(Z),57000.0
70,Img(Z),57400.0
70,Img(Z),57900.0
70,Img(Z),57700.0
70,Img(Z),57900.0
70,Img(Z),59000.0
70,Img(Z),60600.0
70,Img(Z),61900.0
70,Img(Z),62500.0
