Temperature,index,value
60,Re(Z),178000.0
60,Re(Z),181000.0
60,Re(Z),184000.0
60,Re(Z),187000.0
60,Re(Z),189000.0
60,Re(Z),192000.0
60,Re(Z),195000.0
60,Re(Z),198000.0
60,Re(Z),201000.0
60,Re(Z),205000.0
60,Re(Z),207000.0
60,Re(Z),210000.0
60,Re(Z),213000.0
60,Re(Z),216000.0
60,Re(Z),220000.0
60,Re(Z),223000.0
60,Re(Z),226000.0
60,Re(Z),228000.0
60,Re(Z),232000.0
60,Re(Z),236000.0
60,Re(Z),240000.0
60,Re(Z),244000.0
60,Re(Z),246000.0
60,Re(Z),249000.0
60,Re(Z),252000.0
60,Re(Z),255000.0
60,Img(Z),12100.0
60,Img(Z),12900.0
60,Img(Z),13600.0
60,Img(Z),14300.0
60,Img(Z),15000.0
60,Img(Z),15800.0
60,Img(Z),16500.0
60,Img(Z),17300.0
60,Img(Z),18100.0
60,Img(Z),18500.0
60,Img(Z),19300.0
60,Img(Z),20000.0
60,Img(Z),20500.0
60,Img(Z),21100.0
60,Img(Z),21700.0
60,Img(Z),22100.0
60,Img(Z),22700.0
60,Img(Z),23100.0
60,Img(Z),23500.0
60,Img(Z),23900.0
60,Img(Z),24300.0
60,Img(Z),24600.0
60,Img(Z),24900.0
60,Img(Z),25300.0
60,Img(Z),25500.0
60,Img(Z),25700.0
60,Img(Z),26000.0
60,Img(Z),26400.0
60,Img(Z),26700.0
60,Img(Z),26900.0
60,Img(Z),27400.0
60,Img(Z),27700.0
60,Img(Z),28000.0
60,Img(Z),28300.0
60,Img(Z),28800.0
60,Img(Z),29400.0
60,Img(Z),29900.0
60,Img(Z),30200.0
60,Img(Z),30600.0
60,Img(Z),31300.0
60,Img(Z),31700.0
60,Img(Z),32200.0
60,Img(Z),32900.0
60,Img(Z),33400.0
60,Img(Z),33900.0
60,Img(Z),34800.0
60,Img(Z),35200.0
60,Img(Z),35800.0
60,Img(Z),36500.0
60,Img(Z),37200.0
60,Img(Z),37700.0
60,Img(Z),38800.0
60,Img(Z),39200.0
60,Img(Z),39800.0
60,Img(Z),40200.0
60,Img(Z),40800.0
60,Img(Z),41300.0
60,Img(Z),41600.0
60,Img(Z),41400.0
60,Img(Z),41800.0
60,Img(Z),41600.0
60,Img(Z),41800.0
60,Img(Z),41500.0
60,Img(Z),40800.0
60,Img(Z),40400.0
60,Img(Z),39500.0
60,Img(Z),39100.0
60,Img(Z),38300.0
60,Img(Z),37200.0
60,Img(Z),36000.0
60,Img(Z),34600.0
60,Img(Z),33600.0
60,Img(Z),32300.0
60,Img(Z),31000.0
60,Img(Z),30100.0
60,Img(Z),28400.0
60,Img(Z),27300.0
60,Img(Z),26000.0
60,Img(Z),24500.0
60,Img(Z),23100.0
60,Img(Z),22000.0
60,Img(Z),20800.0
60,Img(Z),19800.0
60,Img(Z),18400.0
60,Img(Z),17400.0
60,Img(Z),16200.0
60,Img(Z),15100.0
60,Img(Z),14100.0
60,Img(Z),13200.0
60,Img(Z),12300.0
60,Img(Z),11600.0
60,Img(Z),10600.0
60,Img(Z),9720.0
60,Img(Z),9180.0
60,Img(Z),8580.0
60,Img(Z),7670.0
60,Img(Z),7190.0
60,Img(Z),6390.0
60,Img(Z),5800.0
60,Img(Z),5420.0
60,Img(Z),4970.0
60,Img(Z),4670.0
60,Img(Z),4530.0
60,Img(Z),3980.0
60,Img(Z),3680.0
60,Img(Z),3390.0
60,Img(Z),3370.0
60,Img(Z),3200.0
60,Img(Z),3140.0
60,Img(Z),3250.0
60,Img(Z),3190.0
60,Img(Z),3110.0
60,Img(Z),3490.0
60,Img(Z),3690.0
60,Img(Z),3690.0
60,Img(Z),3940.0
60,Img(Z),4420.0
60,Img(Z),4880.0
60,Img(Z),5340.0
60,Img(Z),5660.0
60,Img(Z),6250.0
60,Img(Z),6510.0
60,Img(Z),7170.0
60,Img(Z),7960.0
60,Img(Z),8410.0
60,Img(Z),9380.0
60,Img(Z),9660.0
60,Img(Z),10600.0
60,Img(Z),11000.0
60,Img(Z),13500.0
60,Img(Z),12500.0
60,Img(Z),13900.0
60,Img(Z),14600.0
60,Img(Z),15600.0
60,Img(Z),16500.0
60,Img(Z),17500.0
60,Img(Z),18600.0
60,Img(Z),19700.0
60,Img(Z),20900.0
60,Img(Z),22000.0
60,Img(Z),23500.0
60,Img(Z),25100.0
60,Img(Z),26100.0
60,Img(Z),27500.0
60,Img(Z),29400.0
60,Img(Z),30300.0
60,Img(Z),32000.0
60,Img(Z),33400.0
60,Img(Z),34900.0
60,Img(Z),36400.0
60,Img(Z),37700.0
60,Img(Z),39100.0
60,Img(Z),40500.0
60,Img(Z),42100.0
60,Img(Z),43600.0
60,Img(Z),44500.0
60,Img(Z),45900.0
60,Img(Z),46500.0
60,Img(Z),48400.0
60,Img(Z),49100.0
60,Img(Z),49800.0
60,Img(Z),51600.0
60,Img(Z),52400.0
60,Img(Z),52600.0
60,Img(Z),53300.0
60,Img(Z),55300.0
60,Img(Z),55700.0
60,Img(Z),56100.0
60,Img(Z),56300.0
60,Img(Z),57100.0
60,Img(Z),59300.0
60,Img(Z),59300.0
60,Img(Z),59500.0
60,Img(Z),59700.0
60,Img(Z),59400.0
60,Img(Z),60800.0
60,Img(Z),62800.0
60,Img(Z),64100.0
60,Img(Z),63800.0
60,Img(Z),63300.0
60,Img(Z),62700.0
