Temperature,index,value
30,Re(Z),24600.0
30,Re(Z),25900.0
30,Re(Z),26800.0
30,Re(Z),28200.0
30,Re(Z),29200.0
30,Re(Z),30300.0
30,Re(Z),31300.0
30,Re(Z),32500.0
30,Re(Z),33700.0
30,Re(Z),34800.0
30,Re(Z),36000.0
30,Re(Z),36900.0
30,Re(Z),38100.0
30,Re(Z),38400.0
30,Re(Z),39700.0
30,Re(Z),40600.0
30,Re(Z),42100.0
30,Re(Z),43200.0
30,Re(Z),44500.0
30,Re(Z),45600.0
30,Re(Z),47100.0
30,Re(Z),48300.0
30,Re(Z),49900.0
30,Re(Z),50900.0
30,Re(Z),52800.0
30,Re(Z),54100.0
30,Re(Z),55600.0
30,Re(Z),57500.0
30,Re(Z),59100.0
30,Re(Z),60700.0
30,Re(Z),63100.0
30,Re(Z),65000.0
30,Re(Z),67000.0
30,Re(Z),69300.0
30,Re(Z),71600.0
30,Re(Z),74400.0
30,Re(Z),77300.0
30,Re(Z),80700.0
30,Re(Z),83800.0
30,Re(Z),88000.0
30,Re(Z),92200.0
30,Re(Z),96200.0
30,Re(Z),101000.0
30,Re(Z),106000.0
30,Re(Z),110000.0
30,Re(Z),116000.0
30,Re(Z),122000.0
30,Re(Z),128000.0
30,Re(Z),134000.0
30,Re(Z),140000.0
30,Re(Z),146000.0
30,Re(Z),153000.0
30,Re(Z),159000.0
30,Re(Z),166000.0
30,Re(Z),172000.0
30,Re(Z),178000.0
30,Re(Z),185000.0
30,Re(Z),190000.0
30,Re(Z),196000.0
30,Re(Z),201000.0
30,Re(Z),205000.0
30,Re(Z),211000.0
30,Re(Z),215000.0
30,Re(Z),219000.0
30,Re(Z),222000.0
30,Re(Z),225000.0
30,Re(Z),228000.0
30,Re(Z),231000.0
30,Re(Z),233000.0
30,Re(Z),235000.0
30,Re(Z),236000.0
30,Re(Z),238000.0
30,Re(Z),239000.0
30,Re(Z),240000.0
30,Re(Z),242000.0
30,Re(Z),241000.0
30,Re(Z),241000.0
30,Re(Z),241000.0
30,Re(Z),242000.0
30,Re(Z),242000.0
30,Re(Z),242000.0
30,Re(Z),241000.0
30,Re(Z),241000.0
30,Re(Z),241000.0
30,Re(Z),240000.0
30,Re(Z),239000.0
30,Re(Z),238000.0
30,Re(Z),237000.0
30,Re(Z),235000.0
30,Re(Z),235000.0
30,Re(Z),235000.0
30,Re(Z),233000.0
30,Re(Z),232000.0
30,Re(Z),231000.0
30,Re(Z),230000.0
30,Re(Z),229000.0
30,Re(Z),228000.0
30,Re(Z),226000.0
30,Re(Z),225000.0
30,Re(Z),224000.0
30,Re(Z),223000.0
30,Re(Z),222000.0
30,Re(Z),220000.0
30,Re(Z),219000.0
30,Re(Z),218000.0
30,Re(Z),217000.0
30,Re(Z),215000.0
30,Re(Z),214000.0
30,Re(Z),213000.0
30,Re(Z),212000.0
30,Re(Z),211000.0
30,Re(Z),211000.0
30,Re(Z),210000.0
30,Re(Z),208000.0
30,Re(Z),208000.0
30,Re(Z),207000.0
30,Re(Z),206000.0
30,Re(Z),207000.0
30,Re(Z),205000.0
30,Re(Z),205000.0
30,Re(Z),204000.0
30,Re(Z),204000.0
30,Re(Z),205000.0
30,Re(Z),204000.0
30,Re(Z),205000.0
30,Re(Z),205000.0
30,Re(Z),206000.0
30,Re(Z),206000.0
30,Re(Z),208000.0
30,Re(Z),209000.0
30,Re(Z),211000.0
30,Re(Z),212000.0
30,Re(Z),214000.0
30,Re(Z),217000.0
30,Re(Z),220000.0
30,Re(Z),222000.0
30,Re(Z),225000.0
30,Re(Z),229000.0
30,Re(Z),233000.0
30,Re(Z),237000.0
30,Re(Z),240000.0
30,Re(Z),245000.0
30,Re(Z),248000.0
30,Re(Z),253000.0
30,Re(Z),259000.0
30,Re(Z),264000.0
30,Re(Z),270000.0
30,Re(Z),274000.0
30,Re(Z),280000.0
30,Re(Z),285000.0
30,Re(Z),292000.0
30,Re(Z),299000.0
30,Re(Z),303000.0
30,Re(Z),308000.0
30,Re(Z),312000.0
30,Re(Z),318000.0
30,Re(Z),324000.0
30,Re(Z),331000.0
30,Img(Z),12000.0
30,Img(Z),12800.0
30,Img(Z),13500.0
30,Img(Z),14200.0
30,Img(Z),14800.0
30,Img(Z),15700.0
30,Img(Z),16400.0
30,Img(Z),17100.0
30,Img(Z),18000.0
30,Img(Z),18500.0
30,Img(Z),19300.0
30,Img(Z),20100.0
30,Img(Z),20600.0
30,Img(Z),21200.0
30,Img(Z),21900.0
30,Img(Z),22400.0
30,Img(Z),23000.0
30,Img(Z),23600.0
30,Img(Z),24000.0
30,Img(Z),24600.0
30,Img(Z),24800.0
30,Img(Z),25400.0
30,Img(Z),26000.0
30,Img(Z),26600.0
30,Img(Z),26800.0
30,Img(Z),27400.0
30,Img(Z),27500.0
30,Img(Z),28100.0
30,Img(Z),28600.0
30,Img(Z),29000.0
30,Img(Z),29400.0
30,Img(Z),30000.0
30,Img(Z),30700.0
30,Img(Z),31100.0
30,Img(Z),31700.0
30,Img(Z),32300.0
30,Img(Z),32900.0
30,Img(Z),33900.0
30,Img(Z),34600.0
30,Img(Z),35500.0
30,Img(Z),36400.0
30,Img(Z),37200.0
30,Img(Z),38400.0
30,Img(Z),39300.0
30,Img(Z),40700.0
30,Img(Z),41700.0
30,Img(Z),43000.0
30,Img(Z),44600.0
30,Img(Z),45800.0
30,Img(Z),47200.0
30,Img(Z),49200.0
30,Img(Z),50800.0
30,Img(Z),52800.0
30,Img(Z),55000.0
30,Img(Z),57100.0
30,Img(Z),58900.0
30,Img(Z),61400.0
30,Img(Z),64000.0
30,Img(Z),66400.0
30,Img(Z),68500.0
30,Img(Z),71200.0
30,Img(Z),73600.0
30,Img(Z),76800.0
30,Img(Z),79500.0
30,Img(Z),82200.0
30,Img(Z),84200.0
30,Img(Z),87400.0
30,Img(Z),89300.0
30,Img(Z),90900.0
30,Img(Z),92900.0
30,Img(Z),94300.0
30,Img(Z),95600.0
30,Img(Z),96800.0
30,Img(Z),97300.0
30,Img(Z),97300.0
30,Img(Z),96500.0
30,Img(Z),95400.0
30,Img(Z),94500.0
30,Img(Z),92800.0
30,Img(Z),90600.0
30,Img(Z),89000.0
30,Img(Z),86400.0
30,Img(Z),82800.0
30,Img(Z),80000.0
30,Img(Z),76300.0
30,Img(Z),73900.0
30,Img(Z),69400.0
30,Img(Z),66400.0
30,Img(Z),61600.0
30,Img(Z),58700.0
30,Img(Z),55600.0
30,Img(Z),52200.0
30,Img(Z),47500.0
30,Img(Z),44600.0
30,Img(Z),41200.0
30,Img(Z),37600.0
30,Img(Z),34100.0
30,Img(Z),31100.0
30,Img(Z),28700.0
30,Img(Z),26000.0
30,Img(Z),23500.0
30,Img(Z),21000.0
30,Img(Z),18100.0
30,Img(Z),15500.0
30,Img(Z),13700.0
30,Img(Z),11400.0
30,Img(Z),10400.0
30,Img(Z),8300.0
30,Img(Z),6160.0
30,Img(Z),4310.0
30,Img(Z),3400.0
30,Img(Z),2060.0
30,Img(Z),1070.0
30,Img(Z),-225.0
30,Img(Z),-870.0
30,Img(Z),-1350.0
30,Img(Z),-2980.0
30,Img(Z),-3760.0
30,Img(Z),-3490.0
30,Img(Z),-4370.0
30,Img(Z),-4780.0
30,Img(Z),-4500.0
30,Img(Z),-4420.0
30,Img(Z),-4650.0
30,Img(Z),-4990.0
30,Img(Z),-4720.0
30,Img(Z),-4050.0
30,Img(Z),-3460.0
30,Img(Z),-3080.0
30,Img(Z),-4890.0
30,Img(Z),-1560.0
30,Img(Z),-1580.0
30,Img(Z),-457.0
30,Img(Z),565.0
30,Img(Z),1480.0
30,Img(Z),2690.0
30,Img(Z),3990.0
30,Img(Z),5520.0
30,Img(Z),8250.0
30,Img(Z),11000.0
30,Img(Z),11200.0
30,Img(Z),13200.0
30,Img(Z),15400.0
30,Img(Z),17700.0
30,Img(Z),20600.0
30,Img(Z),22900.0
30,Img(Z),26100.0
30,Img(Z),28300.0
30,Img(Z),31500.0
30,Img(Z),34500.0
30,Img(Z),38100.0
30,Img(Z),41700.0
30,Img(Z),44900.0
30,Img(Z),48500.0
30,Img(Z),51900.0
30,Img(Z),55500.0
30,Img(Z),59600.0
30,Img(Z),62500.0
30,Img(Z),66800.0
30,Img(Z),70800.0
30,Img(Z),74500.0
30,Img(Z),78100.0
30,Img(Z),81800.0
30,Img(Z),85400.0
30,Img(Z),89400.0
30,Img(Z),93000.0
30,Img(Z),95900.0
30,Img(Z),98900.0
30,Img(Z),102000.0
30,Img(Z),106000.0
30,Img(Z),109000.0
30,Img(Z),110000.0
30,Img(Z),111000.0
30,Img(Z),114000.0
30,Img(Z),116000.0
30,Img(Z),119000.0
30,Img(Z),121000.0
30,Img(Z),121000.0
30,Img(Z),120000.0
30,Img(Z),119000.0
30,Img(Z),120000.0
